Date,AUDUSD=X,CHFUSD=X,EURUSD=X,GBPUSD=X,JPYUSD=X,^TNX
2015-01-01,0.817126989364624,1.005924940109253,1.2098628282546997,1.558093547821045,0.0083561036735773,2.122999906539917
2015-01-02,0.8177952170372009,1.0059350728988647,1.2089413404464722,1.557972073554993,0.008342370390892,2.122999906539917
2015-01-05,0.8067768812179565,0.9942334294319152,1.194643259048462,1.5284910202026367,0.008303303271532,2.0390000343322754
2015-01-06,0.8099789619445801,0.9938382506370544,1.193901538848877,1.5258322954177856,0.0083734560757875,1.963000059127808
2015-01-07,0.8080155253410339,0.9888262748718262,1.1875356435775757,1.5137982368469238,0.0084265172481536,1.9539999961853027
2015-01-08,0.8075587749481201,0.9854741096496582,1.1836000680923462,1.5107566118240356,0.0083830021321773,2.0160000324249268
2015-01-09,0.8114249110221863,0.9820384979248048,1.1796069145202637,1.5087963342666626,0.0083478027954697,1.9709999561309812
2015-01-12,0.8222332000732422,0.988318145275116,1.187070369720459,1.5189489126205444,0.0084593780338764,1.9119999408721924
2015-01-13,0.8150623440742493,0.9853187799453736,1.1831519603729248,1.5170363187789917,0.0084510846063494,1.8899999856948853
2015-01-14,0.8173941373825073,0.9808729887008668,1.1778285503387451,1.5170363187789917,0.0084893247112631,1.837000012397766
2015-01-15,0.8144648671150208,0.981421709060669,1.178592085838318,1.5234380960464478,0.0085186129435896,1.774999976158142
2015-01-16,0.8223684430122375,1.1704120635986328,1.1637378931045532,1.5181187391281128,0.0086110392585396,1.815000057220459
2015-01-19,0.8227066993713379,1.165229558944702,1.1566041707992554,1.5142109394073486,0.0085062952712178,1.815000057220459
2015-01-20,0.8195378184318542,1.1367899179458618,1.1597968339920044,1.5090012550354004,0.0084953103214502,1.807000041007996
2015-01-21,0.8165265321731567,1.143746018409729,1.154694437980652,1.5147384405136108,0.0084282206371426,1.8530000448226929
2015-01-22,0.8101101517677307,1.1621150970458984,1.161534547805786,1.5144860744476318,0.0084846429526805,1.8960000276565552
2015-01-23,0.801988959312439,1.1471836566925049,1.1346745491027832,1.5013211965560913,0.0084209814667701,1.8170000314712524
2015-01-26,0.787587583065033,1.1349449157714844,1.1125450134277344,1.4995876550674438,0.0085207177326083,1.8279999494552608
2015-01-27,0.7922046780586243,1.1095085144042969,1.1247708797454834,1.5085458755493164,0.0084373950958251,1.825000047683716
2015-01-28,0.7921419143676758,1.1120996475219729,1.1367381811141968,1.5188103914260864,0.0084907663986086,1.7239999771118164
2015-01-29,0.7892659902572632,1.102535843849182,1.1281461715698242,1.5142338275909424,0.0085039800032973,1.7510000467300415
2015-01-30,0.7782101631164551,1.0840108394622805,1.13355553150177,1.507909059524536,0.0084568029269576,1.6749999523162842
2015-02-02,0.7782101631164551,1.0854227542877195,1.1309019327163696,1.5087052583694458,0.0085335886105895,1.6729999780654907
2015-02-03,0.7801529169082642,1.0786322355270386,1.1341726779937744,1.50281023979187,0.0085052093490958,1.7799999713897705
2015-02-04,0.7762769460678101,1.0813733339309692,1.145737886428833,1.5142109394073486,0.0085000758990645,1.7970000505447388
2015-02-05,0.7760962843894958,1.07991361618042,1.131874680519104,1.5180034637451172,0.0085260216146707,1.815000057220459
2015-02-06,0.7799704074859619,1.0845986604690552,1.147196888923645,1.5325905084609983,0.0085081038996577,1.937999963760376
2015-02-09,0.7760962843894958,1.079563856124878,1.1314393281936646,1.523902416229248,0.0084054805338382,1.9479999542236328
2015-02-10,0.7799095511436462,1.081548810005188,1.1326953172683716,1.5216069221496582,0.0084343338385224,1.991000056266785
2015-02-11,0.7783918380737305,1.0793308019638062,1.1321951150894165,1.526205062866211,0.0083781564608216,1.9880000352859497
2015-02-12,0.7722604274749756,1.076774001121521,1.131196141242981,1.5242739915847778,0.0083215441554784,1.9859999418258667
2015-02-13,0.7756748795509338,1.0753382444381714,1.140393853187561,1.5391956567764282,0.008409297093749,2.0209999084472656
2015-02-16,0.7765783667564392,1.073306918144226,1.1400039196014404,1.5400489568710327,0.0084338365122675,2.0209999084472656
