Date,EQ_Index,Commodity,FX_Rate
2018-01-01,100.6557192749175,51.35725279284987,5.007260440233109
2018-01-02,100.50844815286075,51.26775903551122,5.024718498302027
2018-01-03,101.3601150963203,51.292130957541914,5.0252587482764195
2018-01-04,103.3525358009596,51.989427986133606,4.927349746032454
2018-01-05,103.07671784516359,52.22528727675512,4.935023494093721
2018-01-08,102.80165723148744,53.18085403832931,5.039483362203914
2018-01-09,104.89663774820161,53.476570819932036,5.022567215816768
2018-01-10,105.9452031954739,52.86749551636111,4.988330083662845
2018-01-11,105.34966558724777,53.2362481543114,5.006157706516041
2018-01-12,106.1017307313545,52.10412782835617,5.021155443236812
2018-01-15,105.51336437093977,52.21734961605945,5.078266918920756
2018-01-16,104.92520424624085,52.19078087047729,5.0184644043648605
2018-01-17,105.27478919989683,51.992104801787264,5.053467127916433
2018-01-18,102.79602491537081,51.872137344075284,5.081940690452386
2018-01-19,100.61411338547852,50.06575476663336,5.075320818172681
2018-01-22,99.93162086204603,49.55515830427765,5.091791408041671
2018-01-23,98.6919581891324,49.648094430085074,5.141767318312284
2018-01-24,99.11099540776176,49.804236921814415,5.184529757625933
2018-01-25,98.01084517228263,48.85212471051579,5.129038988566208
2018-01-26,96.30907597121737,50.04069375946217,5.169147384336435
2018-01-29,98.13124111553057,49.23409795009178,5.166193712794803
2018-01-30,97.87968707755505,50.15040037030488,5.169957508609917
2018-01-31,97.99021186523909,50.56293308104437,5.173739831838095
2018-02-01,96.27370539113312,49.955132842876694,5.16660509701608
2018-02-02,95.6422274964772,51.66572123203921,5.225320200796821
2018-02-05,95.80258843786916,50.51932625369634,5.221395485727501
2018-02-06,94.44959685006353,51.41065208126724,5.16665597849574
2018-02-07,94.9240837237895,52.39827473976819,5.147683674214854
2018-02-08,94.23464497505759,51.744553637893986,5.156587535569701
2018-02-09,93.9150525095236,53.13061688098046,5.2170374417902545
2018-02-12,93.23168800957036,52.886439499741236,5.247060906743978
2018-02-13,95.45948850789767,53.18209652561258,5.205266867542085
2018-02-14,95.46977279130172,53.4507396843236,5.329159279737103
2018-02-15,94.2321628427887,53.32159065839404,5.342720959439442
2018-02-16,95.24022883596948,54.151366623774244,5.407711867643702
2018-02-19,93.81258522899817,54.97605824345986,5.400179394923608
2018-02-20,94.08590327979545,53.19544035833139,5.427679138767051
2018-02-21,91.81690991697025,54.529478555639464,5.47112105934594
2018-02-22,90.31835358559849,52.849188032863495,5.53468183926988
2018-02-23,90.56779508463804,53.89699286193063,5.590478913721696
2018-02-26,91.43974853100075,55.06346662441204,5.636966838868364
2018-02-27,91.66284200673786,53.94624989882703,5.620431942800507
2018-02-28,91.55481197787127,53.53542401625927,5.590371312364255
2018-03-01,91.23349129040399,52.43460423003944,5.608191167201419
2018-03-02,89.574636966907,52.228283693510036,5.658083052225061
2018-03-05,88.79060133359134,51.931312304675494,5.646412124470434
2018-03-06,88.30132192412385,52.708417882792226,5.7037561573501065
2018-03-07,89.51008891858162,54.03633714028696,5.7828147978593165
2018-03-08,89.92340977996437,55.48716444189522,5.733188407671425
2018-03-09,87.97246477651814,54.907326602647544,5.688253973844941
2018-03-12,88.35693738035862,54.69716714066616,5.680939393463101
2018-03-13,87.95373295313496,52.99072907980007,5.697702106067515
2018-03-14,87.23104398212274,52.19603374461298,5.669755212665947
2018-03-15,87.93029964722801,53.16283381311381,5.742890995557235
2018-03-16,89.10465715762986,54.817540936215636,5.7661780557935485
2018-03-19,90.1813286703753,53.559987068774696,5.7685566455699275
2018-03-20,89.25764160652986,52.96995176431108,5.691042878449222
2018-03-21,88.9352969926936,52.949828368370454,5.620945598836524
2018-03-22,89.3320574958334,53.23725464270974,5.636114311108437
2018-03-23,90.4619120763728,52.43516246764555,5.523896086723674
2018-03-26,89.94241668220376,52.863359076511706,5.57722661700309
2018-03-27,89.75720883773855,52.39833308583955,5.56911915206485
2018-03-28,88.5393966386446,52.39026045405738,5.742650886519314
2018-03-29,87.23927262092343,52.94023069022605,5.869493664351062
2018-03-30,88.16140167893266,52.9529599576116,5.8596713705812595
2018-04-02,89.70567563390297,52.524309521893954,5.854018884757545
2018-04-03,89.64922686578396,52.42186199542698,5.9095841066640595
2018-04-04,90.8151098652682,52.34062627918592,6.005697540929617
2018-04-05,91.25516954472074,51.982096387054334,5.913692185376536
2018-04-06,90.54162378036504,51.734642291867516,5.8149395629578935
2018-04-09,90.98008265840424,53.32782607711651,5.781090881610734
2018-04-10,92.78600570211044,53.902544736259706,5.813242088167751
2018-04-11,92.7699005731544,53.60877050205004,5.840831287768717
2018-04-12,94.64307160773626,54.325999868855135,5.9004062422001375
2018-04-13,91.59574024300511,53.99078498266715,5.8341279885340995
2018-04-16,92.57485335303626,55.207698156869114,5.708058736477151
2018-04-17,92.70218198826734,55.60132496959081,5.754753128509407
2018-04-18,92.37927433186485,55.49529592568226,5.710120391242482
2018-04-19,92.51182781517329,55.97349982263625,5.6024660827052175
2018-04-20,90.24906777661253,54.34271902705663,5.610373409987226
2018-04-23,90.02464263867736,53.204117184496425,5.65280434986806
2018-04-24,90.45571674559693,52.02330388704274,5.646512614277388
2018-04-25,92.18135676139816,52.17023847087946,5.622360199775423
2018-04-26,91.60685385023982,53.91305689968294,5.614123021860821
2018-04-27,90.70366900517327,56.241749143296516,5.5947205586546875
2018-04-30,90.15713042363068,56.93079620009656,5.524127024564416
2018-05-01,91.22826771197214,57.479050770073236,5.487165474736987
2018-05-02,91.6323572580122,55.56218270910465,5.514478731220316
2018-05-03,91.04809478727745,55.00182021582032,5.531485410300886
2018-05-04,91.66422943426016,54.195485607667415,5.540496332013989
2018-05-07,91.8019060600466,53.56970721754405,5.488859544031995
2018-05-08,92.95491755519369,53.40611073130439,5.47967142093243
2018-05-09,92.16195025444192,52.93805978927484,5.368311843016796
2018-05-10,91.80777427183244,51.00054627897291,5.377586241157378
