,EURUSD,USDJPY,UST10Y,CRUD,SPX500
2021-01-01,1.15,110.0,4.2,85.08,4500.0
2021-01-04,0.0006725805570743592,13.993976536508104,8.3702481508587,139.9207404833565,7872.992572944105
2021-01-05,0.0006214954977853295,14.808469535179619,7.918329905175215,131.29987141049241,8566.725360617545
2021-01-06,0.0005243719965529308,17.070955405891787,8.598645178014392,157.36357366813132,9140.595154194134
2021-01-07,0.000545205369690959,15.18526847494606,7.909543181471089,152.519609163613,9554.396957539446
2021-01-08,0.0005811316910119661,15.484040439011965,8.780925733088187,174.61622980576465,9421.431014569333
2021-01-11,0.00057048983454378,15.493904848926636,7.284817425721678,140.5532025284494,8098.8376440681095
2021-01-12,0.0006033591862902726,14.242787046995048,7.8838713377727005,144.6906089153604,8638.491358824476
2021-01-13,0.0005279981397471915,12.968101718229397,7.246619869130166,116.35202043590563,9042.409150629335
2021-01-14,0.0004276142074304176,13.530382646166442,7.604549774533939,126.79445015045881,8988.666097092933
2021-01-15,0.000482491378191651,14.062757400911304,9.008606041759892,156.23318327226474,10252.482022994755
2021-01-18,0.00041866601507318016,17.120163196703526,10.92031788191563,185.2905261922511,10890.427039488557
2021-01-19,0.00044467681993664475,16.400430636315146,13.869108461754905,167.2603260896231,9727.781460001184
2021-01-20,0.00039691455061234446,15.106278204147653,10.825281547294326,164.83260072426145,9263.037233545883
2021-01-21,0.0004256646451036036,16.733950272838733,11.186473950833157,137.13417938483934,8193.194302946049
2021-01-22,0.0004346121058974982,14.912865054063563,11.436168179366671,129.9693335449322,7548.362829256412
2021-01-25,0.00043155147684990046,14.72878903781001,9.923013702734664,119.44791874799633,7465.504680895014
2021-01-26,0.00035317950111742144,11.319748170712243,8.703839797010673,115.32295779623193,6639.741750799646
2021-01-27,0.0003272470995262097,11.01761085005251,7.719384352392015,115.3986963338226,6252.134317724693
2021-01-28,0.00038316219308768624,11.60729717173468,7.285059752155002,125.95873697870199,6690.96612409909
2021-01-29,0.00039926277019456405,9.677655574495326,6.384138673508904,110.59250888244588,6311.1835967647385
2021-02-01,0.0003809917321634764,9.003347076755583,7.2030271934265,100.17344828429344,6135.206710463641
2021-02-02,0.0003787189724638684,9.698025727708602,8.049872658174962,87.65320828652361,5814.868244964883
2021-02-03,0.0004068767987984447,9.62422542238332,9.15529039402712,80.83730946325889,6328.4860831371225
2021-02-04,0.00033131956890354467,11.721690179774518,10.51210128198032,74.58442919530569,5809.638953515496
2021-02-05,0.0003273097602214904,12.776000402313837,10.226112228975667,77.33474698699085,6195.174104354724
2021-02-08,0.0003235414023836185,12.657765132843332,9.86093455352835,83.21673602151654,5387.943903426435
2021-02-09,0.0002850575491697529,12.339548777330842,9.507667189222515,85.88935050687815,5110.902894926143
2021-02-10,0.00024364729191590458,13.851648563973317,9.891738275729749,77.05135587745457,5452.654188507519
2021-02-11,0.00027914329931840484,13.528694602398394,9.692601233097314,83.19126802033168,5889.328818151072
2021-02-12,0.0003122410635889749,14.123435257928172,8.031498784749171,91.06995470799976,6799.1898320359505
2021-02-15,0.0002919022572220727,11.94378309112855,8.622362279110495,96.21211462330528,7123.169302910227
2021-02-16,0.00030729802887313393,13.349673887223696,8.308163935505096,101.62874471398925,5667.792916636817
2021-02-17,0.00029324792754693456,12.641971509147762,7.514263091815695,114.3577992244686,4956.721787584915
2021-02-18,0.0002934093443393716,12.304493062344914,9.37723091059347,107.49106964014523,4094.5816129170703
2021-02-19,0.0002667379741011251,12.169846126155287,7.125527420521974,109.1738264999752,4108.67745588641
2021-02-22,0.00024018309875682811,13.019929094310447,8.350193048096287,112.5796457224449,3409.848742703544
2021-02-23,0.00022103715628502086,12.82730092460132,7.9727639868449955,121.44318281729544,3571.114779207266
2021-02-24,0.00017511220262661113,11.475857617291478,7.495119525695368,95.44320032394343,3302.450698679267
2021-02-25,0.0001757371034251413,10.665754281307068,6.902844851299647,101.2669854674862,2729.5053534711706
2021-02-26,0.00020907312459765112,10.35998733494774,7.4834797101783685,126.11031393704046,3059.5468353365845
2021-03-01,0.00021469291621088434,10.284291855442248,7.765649723643483,126.97960597815205,3362.4112132610308
2021-03-02,0.00022355393261580504,11.35889450520532,9.515345551717285,143.00692507593678,3565.7065525612365
2021-03-03,0.00020695639381224836,11.76339089502216,9.235462643009855,120.57647103656399,2519.1581604769303
2021-03-04,0.00021925000751918896,14.238449091400804,12.160354000583991,124.7865919640249,2357.897325483747
2021-03-05,0.00021712929900426724,12.998928966310979,11.818071223042491,112.45956546738277,1520.3475996498528
2021-03-08,0.00019675066793726402,10.896008232383025,10.622478790424909,107.07786534855666,1444.7440839782598
2021-03-09,0.00023487438783440659,12.110665566490031,11.499645318717503,113.46810531764174,1512.5387345426234
2021-03-10,0.00026206809995558077,10.923752138213596,11.683753856961705,114.50516383508699,1667.6438464260414
2021-03-11,0.00026494006036160565,10.788292009215981,11.51518092491566,98.72277057614855,1922.1585580346919
2021-03-12,0.00027014554774570926,9.35723152534736,12.284120029553556,98.9641296693481,1851.3169742350046
2021-03-15,0.00021053518168334952,8.543158021034637,11.5764549110809,99.0102725431152,1679.8335265970852
2021-03-16,0.00019241593314026878,8.077195386704023,10.69830305928787,100.66653140366168,1861.2235675015877
2021-03-17,0.0001921472388034606,8.238749731236089,9.89494337973278,96.60669716713461,1971.7917389287372
2021-03-18,0.00018538654368000196,8.885818572238776,10.231922299352243,102.34399162125297,2184.024543103026
2021-03-19,0.00019945133869157187,7.3795076163698345,10.394772928932888,103.22809623128938,1646.751376383387
2021-03-22,0.00015710503537817562,7.294834378167308,9.604165783236294,98.9213156373548,1859.472485874481
2021-03-23,0.00013332701564830053,7.967331978860932,8.390030101389426,106.83558471919777,1923.640077618836
2021-03-24,0.00012389708226132612,8.366084891092417,9.367187013884532,108.33826089418336,2009.141825024217
2021-03-25,0.00011552177837661319,7.464940904779376,9.440284614281627,113.27523967738091,2054.933374162299
2021-03-26,0.00012359930204174533,7.164719868731986,9.650754587099875,111.47364312226306,1976.4055504407224
2021-03-29,0.0001435567973410763,8.004446667158135,9.910569642120798,115.32456962714696,2090.1640150217186
2021-03-30,0.0001525991113657497,7.852826956269427,8.942041656025289,111.18168020911632,1949.7777638087584
2021-03-31,0.00015756319495954855,6.761980147842202,8.92546760748861,105.04695837087905,1900.28077408801
2021-04-01,0.00017427863756076928,7.4773445120990765,9.402355998822966,116.40076299127625,1937.336340775055
2021-04-02,0.00016989029905976636,8.520478086940479,8.708353158922241,117.47363777695325,1784.1239291910497
2021-04-05,0.00017168591163221924,8.040329828842577,8.653884061485149,121.52642970581624,1855.5875871959638
2021-04-06,0.00016577204945691668,7.283243550789855,8.422220871403802,108.01482138174231,1657.8454727329035
2021-04-07,0.00018427152827061777,8.86094736069764,9.261754150023073,116.48490070058433,1869.8659162485715
2021-04-08,0.00017829336470192244,7.34280523832464,9.635943581325273,118.78639638715298,1780.4923349017085
2021-04-09,0.00018444789825324698,6.839893040767636,11.046276666782736,132.79083277016713,1818.2569470014028
2021-04-12,0.00018602005851357084,7.492740339035364,11.595973574685656,137.43839187226948,1785.4893800739803
2021-04-13,0.00016378379026560526,7.600752641870003,11.138426651149077,145.09227133113853,1623.7903400473383
2021-04-14,0.00017966593401534797,8.521225872585518,11.75986120861335,137.39435330939733,1678.9773102829477
2021-04-15,0.0001749760047107215,8.155387769950035,11.088687275985048,123.27818472157357,1675.3832841800438
2021-04-16,0.00017290207948941755,7.60864715889491,9.79540932491055,113.87560142801883,1409.596549136839
2021-04-19,0.00016870541306908808,7.651337294000729,9.65762117790734,112.89588726824161,1432.292140316834
2021-04-20,0.00017501672485485236,7.506542231166528,8.969296350852973,110.36543245572251,1379.6682856554598
2021-04-21,0.00017046186714952775,7.095954801718597,8.460201404835534,111.06989472685899,1401.4496523141627
2021-04-22,0.00019353122063210307,7.0856883650138744,7.82862337095506,114.42496509038433,1427.3948019323982
2021-04-23,0.0001891312255209601,7.087820666080802,8.032107884475543,107.20531765921156,1210.143901771487
2021-04-26,0.00014503110592953213,6.310798280187226,7.382575164567806,94.46712679005816,1103.7158202729304
2021-04-27,0.00014372034203572585,7.041763289802004,6.93035762820356,105.94255526376729,1111.8338327211686
2021-04-28,0.0001588907824363742,7.454419498465485,7.318852679427633,112.1816055282262,1230.146969882819
2021-04-29,0.0001755236424884483,7.6953896857892214,7.539935975454427,126.21536934678879,1237.7048939918222
2021-04-30,0.00016178791446811063,7.2061000697378566,7.358518773514228,121.7172053411372,1244.2004751428058
2021-05-03,0.00016684993740358276,7.266689435928627,6.982037404563504,121.56108171914289,1186.5532823351186
2021-05-04,0.00017015699636098797,8.245997662421807,6.839592470638866,112.62724342007566,1190.7107360999748
2021-05-05,0.00019660512447342262,8.231425519555188,6.704672654843381,118.22553776723608,1254.3997570406414
2021-05-06,0.00018670241554532302,8.452403480649819,6.165948802961907,110.00674897254194,1154.6071591780205
2021-05-07,0.00018195466491003007,8.204109702291609,6.359750754041288,102.34929485637451,1151.7583472076626
2021-05-10,0.00018448255066139279,7.478594435424653,5.823614749505319,98.75229890333374,1203.1457503910287
2021-05-11,0.0001598184516872491,7.232584078390752,5.831884222618079,89.49406760184871,1240.4292838356928
2021-05-12,0.00014672323629283732,6.721456162928185,5.976325394355278,85.53346134247543,1282.4568852416746
2021-05-13,0.00015338693744248278,7.051454458465577,6.3164217118210155,86.26214696052557,1383.7809222490037
2021-05-14,0.00015976196357447072,6.7577840224722046,6.937106527687859,84.86838009819418,1370.9536070203123
2021-05-17,0.00017093060608036915,6.364314083343313,7.220319146853133,88.72589784573948,1346.8783970320037
2021-05-18,0.00017990810682772304,5.872516477579173,6.899847441178302,83.68239145882141,1215.3196313959197
2021-05-19,0.00018046959031117486,6.034087119394455,7.213129142335887,88.85296085680628,1269.7428309378654
2021-05-20,0.00018948034786732683,6.315027465904696,8.34788250565894,94.66896749702082,1286.2339666373782
2021-05-21,0.00020455796003505274,6.592525783240105,9.283101633993994,89.95743976844284,1254.341518935677
2021-05-24,0.00017934373261577026,6.158744413482328,8.391086548999196,83.24233180116248,1132.121905946145
2021-05-25,0.00019364093822717664,6.814223076962641,8.662562825849278,84.22236962105809,1230.2785631323611
2021-05-26,0.0001836456377055558,7.526617467522447,8.265431745630337,91.02658622720534,1252.8904405377446
2021-05-27,0.00016706783611862645,7.101260330127294,7.399851545460875,82.85615990491058,1265.932121493685
2021-05-28,0.00016158107115531945,7.004872901649689,6.717463634529871,78.4166370447404,1213.0075968438084
2021-05-31,0.00014322826884303227,7.191505261636551,5.987810284357293,72.91581464267233,1233.4554419386304
2021-06-01,0.00013732269641382155,7.065096459692598,6.202136541243311,71.33672453205033,1384.8891264657163
2021-06-02,0.000141584995776933,7.443802174201681,5.943415063230021,68.58676954933651,1331.7955533493512
2021-06-03,0.0001444860367390716,7.41095784302943,6.174355764842565,69.36753564648654,1240.6703806444868
2021-06-04,0.00014201186127003448,7.684100390593056,6.049318528346313,70.62454699250999,1312.3411617866625
2021-06-07,0.00014910479911359428,8.404409692434978,6.120902218161025,79.15985364536044,1493.328206093575
2021-06-08,0.00015721274380254665,9.325109369613683,6.128106873195662,82.46326836853768,1579.1639550147831
2021-06-09,0.00017067403160057554,10.04971446819376,6.872776971394133,78.60918070956569,1667.5475702756385
2021-06-10,0.00016250099890588427,9.009365203239339,6.707470434203755,74.14964191745551,1724.0721725207188
2021-06-11,0.00014446986143178497,8.445064608223786,6.200983419598567,63.87505708786094,1567.4022038157846
2021-06-14,0.00012830985352183492,8.562538253135159,6.371504653968987,65.83903364416543,1498.2539445542661
2021-06-15,0.00014388856971713103,8.974898706873164,6.298484436757424,69.81680540728765,1605.6094715643546
2021-06-16,0.00014478958236484546,9.739814433818438,6.388228543878849,72.73672737671389,1610.2355730286406
2021-06-17,0.00014663618621548795,9.914768930504774,6.515360362025001,81.18915783227746,1611.7505600397124
2021-06-18,0.00015625327913841984,9.847004742133631,6.916067054319723,80.07109455643442,1644.4011407308058
2021-06-21,0.00014715305821393448,9.07549163901459,6.539845611407713,74.56374274175514,1590.2800090810986
2021-06-22,0.0001402651768613747,8.825113667383539,6.72091618872975,75.88630008967796,1524.5770901234462
2021-06-23,0.00012929503440331258,8.181861737363485,6.071130158328469,72.72753788021951,1502.353385109323
2021-06-24,0.0001223763216591845,7.407527760309547,5.746481148303379,73.06283706847488,1307.3065098914396
2021-06-25,0.00012913591484589628,7.298965526554954,5.995131081783344,75.3245567452705,1310.7125378938954
2021-06-28,0.00013272938017589876,7.789745454401798,5.755900329503399,75.53790728479524,1364.4895838973725
2021-06-29,0.00014282435540278888,8.695248258179067,6.092805835963142,81.88905728622662,1407.9003068710037
2021-06-30,0.00014694616999070346,8.11524927934303,6.365099277030983,81.46442919721373,1439.1869587088038
2021-07-01,0.00013724450670057932,8.206765519270826,6.081307146355289,83.40860830818946,1477.0594387471192
2021-07-02,0.00013641829963860158,8.75740709565682,6.148216231954527,88.52797625176147,1518.964883501791
2021-07-05,0.00014330724806913917,9.175373422125743,6.420127759791491,87.0067659313659,1616.7441470767833
2021-07-06,0.00013847598555063244,9.526684296432862,6.693736917554684,80.68272276024717,1612.543201079839
2021-07-07,0.00012611587743128368,9.139325002816916,6.567485916711237,73.11375852355376,1619.0931268205345
2021-07-08,0.00012789372167014093,9.22333091344069,7.052236287113889,75.35219333040642,1615.4902967011383
2021-07-09,0.00012497429335826872,8.827811712924504,7.13249651429172,73.55338318241499,1571.3362768390716
2021-07-12,0.00011881141860190012,8.84328879229956,6.7115971258196,72.2447473196567,1508.9599839553007
2021-07-13,0.00011889120110500268,8.621642625394475,6.512665238932727,72.09172789310905,1523.466887532259
2021-07-14,0.00011847781372991977,8.623976556479702,6.639920949486259,68.06690312494065,1468.974566829242
2021-07-15,0.00011590967987144689,8.844010756662708,6.353885596037267,66.3315263994512,1436.3326935015743
2021-07-16,0.00011020534160930636,8.741848982999791,6.416830137655353,64.33586681845412,1309.2910151562971
2021-07-19,0.00010708004045655501,8.648320044962219,6.266908769687781,66.20326772505692,1276.7775856373291
2021-07-20,0.00011299912374401215,9.66074046954733,6.329851101237926,73.82963768204759,1294.1179749248647
2021-07-21,0.00010318489461500265,9.599994520428982,6.7714221701504975,73.52790080117522,1298.993611004477
2021-07-22,0.00010126929083364289,9.85403510545604,6.572860378567579,76.99660531969151,1336.3032198714307
2021-07-23,0.00011652256810522816,10.212930716331694,7.005077811628374,76.55265383062428,1413.5033805391015
2021-07-26,0.00011740056996267101,10.482631216856495,6.8593895924830415,77.46703471328591,1427.949539696598
2021-07-27,0.00011497430978992092,10.622409784701496,7.134493331734759,77.59228377662056,1470.4156894778973
2021-07-28,0.00011400106626938484,9.908393595245274,6.938472150740347,74.12570931441951,1490.3195005736343
2021-07-29,8.225142840001652e-05,7.0031867490218405,8.456375763385678,52.398036198582965,1938.3652627526542
2021-07-30,8.010879248170497e-05,6.987040283857868,8.251455073913796,49.00410212295936,1821.0488533431255
2021-08-02,8.33282226973546e-05,6.923361916766514,8.599393349941424,46.965997539384055,1793.4233451400057
2021-08-03,8.041670732795159e-05,6.7468855008665285,8.24260376572515,44.877423126459924,1806.2222231224928
2021-08-04,8.18230071403507e-05,7.113699435850008,8.506824681982975,46.830079026523826,1875.0080000345215
2021-08-05,7.925532797590753e-05,6.740795296486716,8.083088716967303,44.808701918254926,1839.24084085914
2021-08-06,7.95311067815875e-05,6.600152559301409,8.074062945746729,44.39378768853594,1780.0154120896862
2021-08-09,8.464370971184684e-05,7.1169188621385135,7.865448203361247,44.12080242461629,1758.071491601325
2021-08-10,8.468706829889404e-05,6.955097084652051,7.479473943318326,44.75758752452334,1755.6841222819871
2021-08-11,8.434000179534149e-05,6.897935069221476,7.09955374840656,44.18239235309053,1718.4175340981624
2021-08-12,8.463365040259593e-05,7.386118659177729,6.846521885109885,45.82193629561725,1810.3547463274645
2021-08-13,8.178643137127825e-05,7.320176019745193,6.540191221210713,46.35542117008788,1833.5683267211784
2021-08-16,8.149336006412084e-05,7.302487253499936,6.545055788635638,46.91059431272114,1771.669029066182
2021-08-17,8.131971287446777e-05,7.444746416964273,6.569502396653913,42.66749719933498,1882.3715530594154
2021-08-18,7.645759069616188e-05,7.1317486452568115,6.105437373869813,39.16272369878457,1826.7339547242434
